Section,SetId,EffectiveTime,Version,Abbreviation,Long Form,,,
adverseReaction,bf2e0dfa-d6ca-4961-9627-b666266f58f1,5/10/2010,2,SJS,Stevens-Johnson syndrome,,,
adverseReaction,e03d1378-6889-43d5-a34c-f96132cffa88,4/1/2012,3,AML,Acute Myeloid Leukemia,,,
adverseReaction,44146b18-78ee-406e-be8d-89a6afa15454,4/19/2011,3,SLE,Systemic lupus erythematosus,,,
adverseReaction,fb8ef96b-ed37-4439-9294-834ef2e2a7c6,1/9/2012,1,SPARCL,Stroke Prevention by Aggressive Reduction in Cholesterol Levels,,,
adverseReaction,fb8ef96b-ed37-4439-9294-834ef2e2a7c6,1/9/2012,1,TNT,to New Targets Study,,,
adverseReaction,fb8ef96b-ed37-4439-9294-834ef2e2a7c6,1/9/2012,1,IDEAL,Incremental Decrease in Endpoints through Aggressive Lipid Lowering Study,,,
adverseReaction,fb8ef96b-ed37-4439-9294-834ef2e2a7c6,1/9/2012,1,TIA,transient ischemic attack,,,
adverseReaction,fb8ef96b-ed37-4439-9294-834ef2e2a7c6,1/9/2012,1,ASCOT,Anglo-Scandinavian Cardiac Outcomes Trial,,,
adverseReaction,fb8ef96b-ed37-4439-9294-834ef2e2a7c6,1/9/2012,1,CARDS,Collaborative Atorvastatin Diabetes Study,,,
adverseReaction,a3a7d398-59a7-468b-b05e-fb87e8311b32,5/11/2010,1,ALT,alanine  aminotransferase,,,
adverseReaction,a3a7d398-59a7-468b-b05e-fb87e8311b32,5/11/2010,1,AST,aspartate aminotransferase,,,
adverseReaction,04c1b5e1-1cd4-4aae-9459-0091efe15c2d,6/22/2011,1,HAM-D,Hamilton Depression Rating Scale,,,
adverseReaction,027c7db2-2a36-477f-90bf-608ff3a0e14e,7/15/2011,1,RLS,restless legs syndrome,,,
adverseReaction,027c7db2-2a36-477f-90bf-608ff3a0e14e,7/15/2011,1,NPN,non-protein nitrogen,,,
adverseReaction,cad3d03b-4e1b-434f-90f1-cca2789e96ab,1/11/2012,1,ANA,antinuclear antibodies,,,
adverseReaction,42a5ed18-0ea9-4fb0-87b7-62b3af79f85c,10/22/2009,1,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,f9e04064-6b9e-4209-8149-8761f29d1cec,10/14/2009,1,EPS,extrapyramidal symptoms,,,
adverseReaction,cb1ce9ec-4f07-4cc9-85bb-663ee1f2ccc7,6/7/2011,1,LMWH,low molecular weight heparin,,,
adverseReaction,050bd2a2-a125-721a-e366-255c5466f018,1/26/2012,5,BUN,blood urea nitrogen,,,
adverseReaction,050bd2a2-a125-721a-e366-255c5466f018,1/26/2012,5,BSP,bromsulphalein,,,
adverseReaction,9d71d7fd-2b25-4163-922f-018ed8c5171f,2/20/2007,1,IOP,intraocular pressure,,,
adverseReaction,9bc08d7b-13da-444f-ac8a-3714a05176cc,11/9/2011,25,WBC,white blood cell,,,
adverseReaction,16348d76-055f-4a7a-9de9-00144c9ee339,12/29/2011,2,RLS,restless legs  syndrome,,,
adverseReaction,16348d76-055f-4a7a-9de9-00144c9ee339,12/29/2011,2,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,16348d76-055f-4a7a-9de9-00144c9ee339,12/29/2011,2,NPN,non-protein nitrogen,,,
adverseReaction,3b39a91e-f83c-45e3-bebc-a96078adc7f6,4/26/2011,1,WHO,World Health Organization,,,
adverseReaction,a57066d7-dc2c-d2d0-b003-d9143fcca1c5,6/9/2004,1,IPSC,Independent Pediatric Safety Committee,,,
adverseReaction,a57066d7-dc2c-d2d0-b003-d9143fcca1c5,6/9/2004,1,cUTI,complicated urinary tract infections,,,
adverseReaction,b6f298ba-2d7e-4a3c-9edb-8b60aba716d6,1/19/2012,7,about 1%,about 1.5% of patients and was not significantly different from placebo,,,
adverseReaction,A7C486DA-1104-4566-A0BB-B8FFE5B964C4,11/17/2008,1,TEAE,treatment-emergent adverse events,,,
adverseReaction,20cc66c0-a00b-4643-9819-6e0daed51e5f,4/14/2011,1,HDL,High Density Lipoprotein,,,
adverseReaction,983ce15f-cd37-4f3a-9e51-205860e80976,6/4/2010,3,BUN,blood urea  nitrogen,,,
adverseReaction,9ce19944-dd88-4a7b-84ca-b07f4ec23bad,3/8/2010,3,AST,aspartate transaminase,,,
adverseReaction,9ce19944-dd88-4a7b-84ca-b07f4ec23bad,3/8/2010,3,ALT,alanine transaminase,,,
adverseReaction,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,HPS,Heart Protection Study,,,
adverseReaction,1d111239-79a0-4159-965e-f3a644b60360,2/1/2011,2,EEG,electroencephalogram,,,
adverseReaction,7b6f6f55-aef9-4521-b0b5-1f4e17ee7ad3,9/30/2011,2,ANA,antinuclear antibodies,,,
adverseReaction,2a97ef74-b338-4655-a60b-923f86720179,10/23/2009,2,CPK,creatine phosphokinase levels,,,
adverseReaction,2a97ef74-b338-4655-a60b-923f86720179,10/23/2009,2,PROactive,Prospective Pioglitazone Clinical  Trial In Macrovascular Events,,,
adverseReaction,3ff75342-03b6-462f-b6db-80bc1a52fe6c,4/11/2012,1,ALT,Abnormalities                                                Increases in serum transaminase,,,
adverseReaction,1612d931-d86e-4dba-bbd7-0aac3eaee131,2/28/2006,1,IOP,intraocular pressure,,,
adverseReaction,1612d931-d86e-4dba-bbd7-0aac3eaee131,2/28/2006,1,bacterial,been reported following local use of corticosteroids.The development of secondary ocular infection,,,
adverseReaction,142F9B27-65A7-4ADD-BDCC-2468695FEDFF,3/17/2009,4,i.e.,into a limited,,,
adverseReaction,a55773f1-bcc8-4b15-a137-1d5377f639c3,3/7/2012,1,SGOT,significant increase was observed in median AST,,,
adverseReaction,34b91547-31f6-4043-b91c-16c9ebd81349,2/4/2010,1,HPA,hypothalamic-pituitary-adrenal,,,
adverseReaction,e3dffeff-e499-4b88-88ec-a968a35e1e18,4/13/2011,6,BUN,blood urea nitrogen,,,
adverseReaction,72d1ad20-a10d-4c1e-8a4a-a125426d400f,7/1/2011,1,JRA,Juvenile Rheumatoid Arthritis,,,
adverseReaction,97a9dfe0-4c36-4733-aa06-c2cd2a1f1ca6,9/13/2011,1,Anemia,anemias progressing on therapy,,,
adverseReaction,45af3eda-caaa-4478-9372-95aa65adc9b3,5/29/2009,2,PML,progressive multifocal leukoencephalopathy,,,
adverseReaction,45af3eda-caaa-4478-9372-95aa65adc9b3,5/29/2009,2,PRES,posterior reversible encephalopathy syndrome,,,
adverseReaction,d579b480-0e49-461c-b784-a51a5272849f,10/16/2009,1,i.e.,into a limited,,,
adverseReaction,e7bfb636-4b0a-440c-a4d3-d26393a14ac5,2/7/2011,1,AP,alkaline phosphatase,,,
adverseReaction,e7bfb636-4b0a-440c-a4d3-d26393a14ac5,2/7/2011,1,GGT,gamma glutamyltransferase,,,
adverseReaction,93B19AE0-C0A1-4400-9A56-6827939B7E7A,10/6/2006,1,ADH,antidiuretic hormone,,,
adverseReaction,6eeef664-ace1-47b3-9193-06ae7eb8e459,10/13/2011,2,EPS,extrapyramidal symptoms,,,
adverseReaction,6eeef664-ace1-47b3-9193-06ae7eb8e459,10/13/2011,2,SJS,Stevens-Johnson syndrome,,,
adverseReaction,6eeef664-ace1-47b3-9193-06ae7eb8e459,10/13/2011,2,CBC,complete blood count,,,
adverseReaction,6eeef664-ace1-47b3-9193-06ae7eb8e459,10/13/2011,2,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,86dcde0e-347c-49e1-8b38-ad106a25c9af,1/13/2010,2,BMD,bone mineral density,,,
adverseReaction,86dcde0e-347c-49e1-8b38-ad106a25c9af,1/13/2010,2,ECOG,Eastern Cooperative Oncology Group,,,
adverseReaction,86dcde0e-347c-49e1-8b38-ad106a25c9af,1/13/2010,2,DCIS,Ductal Carcinoma in Situ,,,
adverseReaction,baf9f88a-776a-44e7-82cc-8f0ca419572f,12/15/2009,3,i.e.,in serum glucose,,,
adverseReaction,8143a6cf-dadc-4ef7-a8db-d16d7150ad34,12/8/2010,1,AST,and increased SGOT,,,
adverseReaction,d931b294-8834-4c7f-ac05-9aeb078cd86e,12/22/2011,5,AST,aspartate transaminase,,,
adverseReaction,d931b294-8834-4c7f-ac05-9aeb078cd86e,12/22/2011,5,ALT,alanine transaminase,,,
adverseReaction,613768da-6140-4c11-affc-85ba8fe92018,5/21/2010,1,WHO,World Health Organization,,,
adverseReaction,f446e1b0-2c46-4763-8eb0-b3a6be956f69,3/7/2012,3,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,Lb6cc6969-daa0-4211-872a-05453cb33c70,3/5/2007,1,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,6fb8a408-8e63-41f0-adc3-ddac62b64503,5/12/2011,1,IFIS,Intraoperative Floppy Iris Syndrome,,,
adverseReaction,6fb8a408-8e63-41f0-adc3-ddac62b64503,5/12/2011,1,PSA,prostate-specific antigen,,,
adverseReaction,18f94d60-1385-483d-abed-b6ef38452225,2/1/2007,1,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,a6c24189-293f-42ca-b969-75870bb55af0,1/21/2011,6,HSRs,hypersensitivity reactions,,,
adverseReaction,a6c24189-293f-42ca-b969-75870bb55af0,1/21/2011,6,ECOG,Eastern Cooperative                                 Oncology Group,,,
adverseReaction,a6c24189-293f-42ca-b969-75870bb55af0,1/21/2011,6,HSR,hypersensitivity reaction,,,
adverseReaction,f9a93841-f097-472a-b4a5-ee7a2aa74164,11/30/2011,6,ALL,acute lymphoid leukemia,,,
adverseReaction,0013824B-6AEE-4DA4-AFFD-35BC6BF19D91,6/8/2006,1,Cefizox®,ceftizoxime for injection,,,
adverseReaction,86D83310-3668-44FA-A445-077FAEEC2FA9,10/30/2006,1,GI,Gastrointestinal,,,
adverseReaction,A0E521C3-7807-464E-922D-CE8F23216828,5/4/2007,1,WHO,World Health Organization,,,
adverseReaction,A0E521C3-7807-464E-922D-CE8F23216828,5/4/2007,1,SSRI,selective serotonin reuptake inhibitor-,,,
adverseReaction,52a03dbc-0510-40ec-8a33-15bf1c404622,7/1/2010,1,HAM-D,Hamilton Depression Rating Scale,,,
adverseReaction,716ab835-584e-4bdc-ac7c-f685d88b4dad,12/10/2010,1,BUN,blood urea nitrogen,,,
adverseReaction,3801e8f0-755d-4b05-a5f7-6e14f8cff2ea,10/11/2011,2,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,3ea59594-8a2b-4b64-9aa8-1d53d9027bb0,11/9/2011,19,EPS,extrapyramidal symptoms,,,
adverseReaction,3ea59594-8a2b-4b64-9aa8-1d53d9027bb0,11/9/2011,19,SJS,Stevens-Johnson syndrome,,,
adverseReaction,3ea59594-8a2b-4b64-9aa8-1d53d9027bb0,11/9/2011,19,CBC,complete blood count,,,
adverseReaction,3ea59594-8a2b-4b64-9aa8-1d53d9027bb0,11/9/2011,19,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,479E8F92-21C0-4A8F-8298-76AF6B907D00,8/3/2007,2,GI,are:Gastrointestinal,,,
adverseReaction,479E8F92-21C0-4A8F-8298-76AF6B907D00,8/3/2007,2,GI,patients.Gastrointestinal,,,
adverseReaction,573eefd9-3f28-4053-a8ed-1fb531c38e15,5/31/2011,10,ALL,acute lymphoid leukemia,,,
adverseReaction,AC196FF5-9215-402B-BC57-69AA87F8BADE,10/2/2008,1,NMS,neuroleptic malignant syndrome,,,
adverseReaction,AC196FF5-9215-402B-BC57-69AA87F8BADE,10/2/2008,1,EPS,Extrapyramidal Reactions,,,
adverseReaction,b8fdcb32-b571-43b4-91e9-b4e9f75d86ae,2/28/2011,6,ED,erectile dysfunction,,,
adverseReaction,C7AB46CD-B3A0-3F9E-97E6-E6125E1A52A2,8/2/2007,1,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,10a7ba02-42d6-4cae-8904-b256e2da5496,8/6/2009,5,TNT,to New Targets Study,,,
adverseReaction,10a7ba02-42d6-4cae-8904-b256e2da5496,8/6/2009,5,SPARCL,Stroke Prevention by Aggressive Reduction in  Cholesterol Levels,,,
adverseReaction,10a7ba02-42d6-4cae-8904-b256e2da5496,8/6/2009,5,TIA,transient ischemic attack,,,
adverseReaction,10a7ba02-42d6-4cae-8904-b256e2da5496,8/6/2009,5,ASCOT,Anglo-Scandinavian Cardiac Outcomes Trial,,,
adverseReaction,10a7ba02-42d6-4cae-8904-b256e2da5496,8/6/2009,5,IDEAL,Incremental Decrease in Endpoints through  Aggressive Lipid Lowering Study,,,
adverseReaction,10a7ba02-42d6-4cae-8904-b256e2da5496,8/6/2009,5,CARDS,Collaborative Atorvastatin Diabetes Study,,,
adverseReaction,26672A97-ADF3-9F1D-4BDC-B2606747BBF5,1/30/2007,1,SGOT,significant increase was observed in median AST,,,
adverseReaction,0f8ff266-c144-4843-9d05-d6276bde2f4d,12/20/2010,161,for EPS,from  those trials on the Simpson-Angus Rating Scale,,,
adverseReaction,0f8ff266-c144-4843-9d05-d6276bde2f4d,12/20/2010,161,EPS,extrapyramidal syndrome,,,
adverseReaction,0f8ff266-c144-4843-9d05-d6276bde2f4d,12/20/2010,161,BMI,body mass index,,,
adverseReaction,0f8ff266-c144-4843-9d05-d6276bde2f4d,12/20/2010,161,EPS,Extrapyramidal Symptoms,,,
adverseReaction,cdd50dc7-f712-4248-b0e3-ba247cf08cee,8/22/2011,10,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,f0892106-399d-4e53-ae8d-8797c50ce7bf,12/14/2011,11,EPS,Extrapyramidal Syndromes,,,
adverseReaction,1EFECA40-3DF8-4B89-950C-EC8CAC6B7780,1/30/2009,1,EMD,arrest/electromechanical dissociation,,,
adverseReaction,1EFECA40-3DF8-4B89-950C-EC8CAC6B7780,1/30/2009,1,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,55f21004-9ce6-4648-94d9-73ab2c7873e8,6/21/2010,1,TSH,thyrotropin stimulating hormone,,,
adverseReaction,b7bf2897-8272-4c7d-84e9-6fbba0ea63fa,2/1/2012,1,GOT,glutamic oxaloacetic transaminase,,,
adverseReaction,b7bf2897-8272-4c7d-84e9-6fbba0ea63fa,2/1/2012,1,SGOT,serum glutamic oxaloacetic transaminase,,,
adverseReaction,89967042-5a78-451a-af91-bab38afa7a4d,8/2/2010,5,H2RAs,histamine-2-receptor antagonists,,,
adverseReaction,f90f8801-e566-4288-b661-f31450aff84a,5/18/2011,1,HAM-D,Hamilton Depression Rating Scale,,,
adverseReaction,6220496a-b651-4e7b-9a41-0ea949de3df0,2/29/2012,3,IFIS,Intraoperative Floppy Iris Syndrome,,,
adverseReaction,83B78F99-DF2E-46C5-B308-03BAC56A8C8F,3/30/2007,3,Estraderm®,estradiol transdermal system,,,
adverseReaction,701e1cd8-2868-4d29-85a9-a2212c88165f,9/30/2011,7,EPS,extrapyramidal  symptoms,,,
adverseReaction,85B61F83-AB47-470D-8673-02FEA29247BE,9/20/2007,2,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,85B61F83-AB47-470D-8673-02FEA29247BE,9/20/2007,2,i.e.,into a limited,,,
adverseReaction,59702986-5a93-4a45-851f-c52dc5fdb3f6,7/28/2011,5,WHO,World Health Organization,,,
adverseReaction,f3b11f4f-936b-4b75-9cb5-9ef14ee95144,5/7/2012,5,ED,erectile dysfunction,,,
adverseReaction,783c8a4c-53af-4a58-b3ee-58184d2e9549,1/18/2012,1,ALT,alanine aminotransferase,,,
adverseReaction,783c8a4c-53af-4a58-b3ee-58184d2e9549,1/18/2012,1,AST,aspartate aminotransferase,,,
adverseReaction,5f4fc5df-5077-4cad-a5dc-1b54a73904cc,4/25/2012,7,BUN,blood urea increased,,,
adverseReaction,2b705cb6-cb75-4c2a-907a-4bd45d18bc2c,10/7/2009,5,HDL,High Density Lipoprotein,,,
adverseReaction,51b65970-02e6-4558-a4b3-38e56e0c073c,5/20/2010,1,EPS,extrapyramidal symptoms,,,
adverseReaction,675cb354-9d13-482e-8ac2-22f709c58b4f,1/6/2012,5,MNA,mouse neutralization assay,,,
adverseReaction,990C1CB3-3370-75E0-FF2A-BB51379F5DAB,1/22/2008,1,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,70b8c470-3137-47ba-a8bd-f5fe141f6d66,5/11/2006,1,LE,lupus erythematosus,,,
adverseReaction,70b8c470-3137-47ba-a8bd-f5fe141f6d66,5/11/2006,1,PVCs,premature ventricular contractions,,,
adverseReaction,c669f77c-fa48-478b-a14b-80b20a0139c2,3/8/2012,2,ICH,intracranial hemorrhage,,,
adverseReaction,94153dc5-9939-4409-ae13-e7ce785ac430,7/1/2010,2,AST,and increased SGOT,,,
adverseReaction,94153dc5-9939-4409-ae13-e7ce785ac430,7/1/2010,2,Cough:,Cough.,,,
adverseReaction,5cfbc0e9-cfe5-4eac-8a2a-79108e48c25a,7/8/2011,1,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,32fd2bb2-1cfa-4250-feb8-d7956c794e05,4/19/2010,3,VOD,veno-occlusive disease,,,
adverseReaction,32fd2bb2-1cfa-4250-feb8-d7956c794e05,4/19/2010,3,ESI,“events of special interest”,,,
adverseReaction,012a7f03-269d-402c-923d-e5c317a795d2,6/9/2011,1,IFIS,Intraoperative Floppy Iris Syndrome,,,
adverseReaction,1e4fe8ef-b215-be45-0793-c55af24db6bb,2/17/2011,4,EPS,extrapyramidal symptoms,,,
adverseReaction,b1b95503-1c7a-44e8-b5e0-d50b61db99d5,7/20/2011,1,MI,myocardial infarction,,,
adverseReaction,b1b95503-1c7a-44e8-b5e0-d50b61db99d5,7/20/2011,1,CVA,cerebrovascular accident,,,
adverseReaction,f36d4ed3-dcbb-4465-9fa6-1da811f555e6,7/10/2007,1,ANA,antinuclear antibodies,,,
adverseReaction,cc52e339-0d3e-43c5-b0d5-be2bbbad931f,2/13/2012,1,EPS,extrapyramidal symptoms,,,
adverseReaction,8d0575c8-5556-41ce-9b94-8c013ff69066,11/11/2011,2,see,suicide among untreated patients,,,
adverseReaction,3518853a-4c5b-4161-a178-8da7f656f009,5/13/2011,4,about 1%,about 1.5% of patients and was not significantly different                         from placebo,,,
adverseReaction,740e054b-faac-7c27-f06d-a56efb699355,1/26/2012,5,BUN,blood urea nitrogen,,,
adverseReaction,740e054b-faac-7c27-f06d-a56efb699355,1/26/2012,5,BSP,bromsulphalein,,,
adverseReaction,b8351a60-1000-4656-90ae-1fa666030dd4,6/4/2010,1,SOC,system organ class,,,
adverseReaction,4b4edc09-bbfd-471f-ac16-6118937a6e7e,11/15/2011,2,TEN,toxic epidermal necrolysis,,,
adverseReaction,9f41c976-a6d5-4e10-bf62-6e2898be8d8b,10/6/2010,2,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,0979fb90-9c22-4b74-8648-1174b905654d,3/19/2010,2,WHO,World Health Organization,,,
adverseReaction,9dac97a5-c992-4601-af93-138bfe2302a8,3/15/2011,1,IPSC,Independent Pediatric Safety Committee,,,
adverseReaction,f91fc962-7c70-46a9-81fe-b98e93a2028a,1/16/2012,4,WBC,white blood cell,,,
adverseReaction,f91fc962-7c70-46a9-81fe-b98e93a2028a,1/16/2012,4,RBC,red blood cell,,,
adverseReaction,f91fc962-7c70-46a9-81fe-b98e93a2028a,1/16/2012,4,ALL,acute lymphoid leukemia,,,
adverseReaction,f91fc962-7c70-46a9-81fe-b98e93a2028a,1/16/2012,4,AML/MDS,acute myelogenous leukemia or myelodysplastic syndrome,,,
adverseReaction,43934d82-cb79-467e-9092-23756406828b,7/13/2007,1,WHO,World Health Organization,,,
adverseReaction,43934d82-cb79-467e-9092-23756406828b,7/13/2007,1,SSRI,selective serotonin reuptake inhibitor-,,,
adverseReaction,5e99755f-e72d-4865-a272-a4eb1e940107,11/29/2011,3263,EE,Erosive Esophagitis,,,
adverseReaction,5e99755f-e72d-4865-a272-a4eb1e940107,11/29/2011,3263,TEN,toxic epidermal necrolysis,,,
adverseReaction,5e99755f-e72d-4865-a272-a4eb1e940107,11/29/2011,3263,CK,creatine kinase,,,
adverseReaction,26610bfe-4c3c-4c20-8b6d-b7c18cd6fe23,12/7/2011,15,BUN,blood urea increased,,,
adverseReaction,01735685-40e0-4323-af5a-91db399f6451,4/2/2012,3,ANF,antinuclear factor,,,
adverseReaction,24bc527e-c682-4c66-964e-c21d31eca5dd,12/12/2011,2,TSH,thyrotropin stimulating hormone,,,
adverseReaction,73673E2D-8D33-4719-92CE-AB619DE343B0,1/4/2006,2,AST,aspartate transaminase,,,
adverseReaction,73673E2D-8D33-4719-92CE-AB619DE343B0,1/4/2006,2,ALT,alanine transaminase,,,
adverseReaction,2a8de5aa-936a-493e-a0e3-813cbc969c6d,12/28/2011,1,SPARCL,Stroke Prevention by Aggressive Reduction in Cholesterol Levels,,,
adverseReaction,2a8de5aa-936a-493e-a0e3-813cbc969c6d,12/28/2011,1,TNT,to New Targets Study,,,
adverseReaction,2a8de5aa-936a-493e-a0e3-813cbc969c6d,12/28/2011,1,IDEAL,Incremental Decrease in Endpoints through Aggressive Lipid Lowering Study,,,
adverseReaction,2a8de5aa-936a-493e-a0e3-813cbc969c6d,12/28/2011,1,TIA,transient ischemic attack,,,
adverseReaction,2a8de5aa-936a-493e-a0e3-813cbc969c6d,12/28/2011,1,ASCOT,Anglo-Scandinavian Cardiac Outcomes Trial,,,
adverseReaction,2a8de5aa-936a-493e-a0e3-813cbc969c6d,12/28/2011,1,CARDS,Collaborative Atorvastatin Diabetes Study,,,
adverseReaction,d37db064-3a5a-4a0c-a60b-b4b417fe742a,5/18/2012,1,TTP,thrombocytopenic purpura,,,
adverseReaction,b13e343b-ff5f-4f1e-ae8f-0868148d58c6,6/17/2010,2,RBS,Registry-Based Study,,,
adverseReaction,b13e343b-ff5f-4f1e-ae8f-0868148d58c6,6/17/2010,2,SAEs,serious adverse events,,,
adverseReaction,b13e343b-ff5f-4f1e-ae8f-0868148d58c6,6/17/2010,2,RBS,Registry Based Study,,,
adverseReaction,ff0b3cd5-c9cd-42df-b72f-4c69e76c7bd9,3/8/2010,1,AIDS,Acquired                                                                                                            Immunodeficiency Syndrome,,,
adverseReaction,4f4a52b2-a43f-4c72-bb0d-ead2cceb9feb,2/15/2010,2,NPN,non-protein nitrogen,,,
adverseReaction,b1174730-7a95-4bf6-a425-a5bc1836a17a,10/6/2011,1,EPS,extrapyramidal symptoms,,,
adverseReaction,5ca97412-1594-4a4e-b5e4-8593ffa1b242,7/15/2011,2,MedDRA’s,Medical Dictionary for Regulatory Activities,,,
adverseReaction,fc0a61a2-78b2-46f7-9933-63fed2c1cebc,10/1/2010,1,TC,total cholesterol,,,
adverseReaction,fc0a61a2-78b2-46f7-9933-63fed2c1cebc,10/1/2010,1,BMD,bone mineral density,,,
adverseReaction,fc0a61a2-78b2-46f7-9933-63fed2c1cebc,10/1/2010,1,TG,triglycerides,,,
adverseReaction,20f8c35b-bf1c-44cf-bdd7-01b56b85bc0c,12/28/2010,1,TEN,Toxic epidermal necrolysis,,,
adverseReaction,0626b548-c908-4c54-a609-50758b93df37,4/18/2011,1,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,ff281ebd-29c2-4852-a8ab-c4f21abe8b7c,4/23/2012,1,GI,gastrointestinal,,,
adverseReaction,f235ee45-9517-45de-8df7-9a06fdb43380,6/3/2011,2,RLS,restless legs syndrome,,,
adverseReaction,f235ee45-9517-45de-8df7-9a06fdb43380,6/3/2011,2,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,f235ee45-9517-45de-8df7-9a06fdb43380,6/3/2011,2,NPN,non-protein nitrogen,,,
adverseReaction,60aa95a1-5f7d-4438-bf78-fba6127a022b,8/24/2011,1,dyspepsia,dyspeptic signs and symptoms,,,
adverseReaction,1ec7ef4d-8ea8-4189-b1ac-b8ac57d7ebe2,5/9/2012,2,ALT,Abnormalities                                               Increases in serum transaminase,,,
adverseReaction,d73a7aa3-5b5f-4532-9936-752366a2430d,7/22/2011,1,VALIANT,Valsartan in Acute Myocardial Infarction Trial,,,
adverseReaction,35940480-76d8-11de-9eb4-0002a5d5c51b,8/18/2011,4,MedDRA’s,Medical Dictionary for Regulatory Activities,,,
adverseReaction,f2bb56f9-0e60-4462-b17b-46b49638a841,7/11/2011,1,IFIS,Intraoperative Floppy Iris Syndrome,,,
adverseReaction,f2bb56f9-0e60-4462-b17b-46b49638a841,7/11/2011,1,PSA,prostate-specific antigen,,,
adverseReaction,c08efb51-2f14-4e11-a5b9-f4ff9d5dafb9,7/25/2007,2,ASR,application site reaction,,,
adverseReaction,99400099-eae2-4061-a2c7-f56314973dc0,3/7/2012,2,SSRIs,selective serotonin reuptake inhibitors,,,
adverseReaction,777be0dc-5961-4fa8-aa7c-3b136db627a0,11/2/2011,1,HDL,High Density Lipoprotein,,,
adverseReaction,99991CC3-7271-44FC-91C3-3CAB0BBE7645,9/12/2006,1,SIADH,syndrome of inappropriate antidiuretic hormone secretion,,,
adverseReaction,b701aef5-3f70-4bc2-abe7-7047b6a6e2a5,10/21/2011,1,GI,gastrointestinal,,,
adverseReaction,f4b2b88c-946c-4670-8538-84f858b7af33,5/2/2011,1,SIADH,syndrome of inappropriate antidiuretic hormone,,,
adverseReaction,01b14603-8f29-4fa3-8d7e-9d523f802e0b,12/31/2011,14,LMWH,low molecular weight heparin,,,
adverseReaction,294d60f3-005b-40d9-a404-cdd77f62b820,8/18/2010,354,Trials 1,Trials:                   Among 1554 patients treated with FROVA in four placebo-controlled  trials,,,
adverseReaction,68d04ab4-19c6-4d74-b346-2fe96452b4ad,1/29/2007,1,rare,rechallenge of drug after withdrawal due to rash,,,
adverseReaction,a4de4fbc-56d2-40ac-814e-0546bca5ca7c,8/5/2011,1,WHO,World Health Organization,,,
adverseReaction,a4de4fbc-56d2-40ac-814e-0546bca5ca7c,8/5/2011,1,SSRI,selective serotonin reuptake inhibitor,,,
adverseReaction,de70f1fe-b633-4d85-b77d-989d14d922d0,8/15/2011,3,HSRs,hypersensitivity reactions,,,
